"","classification_id","user_name","user_id","user_ip","workflow_id","workflow_name","workflow_version","created_at","gold_standard","expert","metadata","annotations","subject_data","subject_ids","structured","Sky","Urban","Barren","Cultivated","Trees","Herbaceous","Shrubs","Water","None","MUC","IGBP","direction","longitude","latitude","MUC Classification","IGBP Classification","Description"
"42",373061782,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:14:49 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:14:32.144Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:14:49.689Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1247,""clientHeight"":701,""naturalWidth"":1920,""naturalHeight"":1080}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:14:32.058Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Sky""]}]","{""69962481"":{""retired"":null,""Filename"":""GOLC_n13p79250_e100p53090_47PPR654253_0009m_20190611_00024481_1Up000_Land1_M93_IGBP13UrbanAndBuildUpLands_DryGroundLeavesOnTrees_automatic19m_1920x1080.jpg""}}",69962481,1,1,0,0,0,0,0,0,0,0,"M93","IGBP13","Up","13.79250","100.53090","Urban, Transportation","Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
"43",373061906,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:15:45 UTC",TRUE,"owner","{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:14:52.524Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:15:45.789Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1247,""clientHeight"":701,""naturalWidth"":1920,""naturalHeight"":1080}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:14:32.058Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Sky""]}]","{""69962463"":{""retired"":null,""Filename"":""GOLC_n13p78390_e100p53470_47PPR659243_0013m_20190620_00024486_1Up000_Land1_M93_IGBP13UrbanAndBuildUpLands_LeavesOnTrees_manual_m_1920x1080.jpg""}}",69962463,1,1,0,0,0,0,0,0,0,0,"M93","IGBP13","Up","13.78390","100.53470","Urban, Transportation","Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
"44",373061952,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:16:06 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:15:47.396Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:16:06.113Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1247,""clientHeight"":701,""naturalWidth"":1920,""naturalHeight"":1080}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:14:32.058Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Urban"",""Shrubs""]}]","{""69962394"":{""retired"":null,""Filename"":""GOLC_n13p78480_e100p53380_47PPR658244_0008m_20190617_00024195_3North_Land1_xxx_IGBP13UrbanAndBuildUpLands_StandingWaterMuddyDryGroundRainSnow_manual_m_1920x1080.jpg""}}",69962394,1,0,1,0,0,0,0,1,0,0,"xxx","IGBP13","North","13.78480","100.53380",NA,"Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
"45",373061985,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:16:19 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:16:07.183Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:16:19.230Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1247,""clientHeight"":701,""naturalWidth"":1920,""naturalHeight"":1080}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:14:32.058Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Sky"",""Herbaceous"",""Cultivated"",""Trees"",""Urban""]}]","{""69962210"":{""retired"":null,""Filename"":""GOLC_n13p78430_e100p53410_47PPR658244_0008m_20190614_00024148_3North_Land1_M93_IGBP13UrbanAndBuildUpLands_DryGroundLeavesOnTrees_automatic65m_1920x1080.jpg""}}",69962210,1,1,1,0,1,1,1,0,0,0,"M93","IGBP13","North","13.78430","100.53410","Urban, Transportation","Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
"46",373062016,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:16:31 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:16:20.734Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:16:31.369Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1247,""clientHeight"":701,""naturalWidth"":1920,""naturalHeight"":1080}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:14:32.058Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Urban"",""Barren""]}]","{""69962363"":{""retired"":null,""Filename"":""GOLC_n13p88560_e100p58690_47PPR714356_0004m_20190610_00023917_5South_Land1_xxx_IGBP13UrbanAndBuildUpLands_DryGround_manual_m_1920x1080.jpg""}}",69962363,1,0,1,1,0,0,0,0,0,0,"xxx","IGBP13","South","13.88560","100.58690",NA,"Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
"47",373062037,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:16:41 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:16:32.570Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:16:41.816Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1247,""clientHeight"":701,""naturalWidth"":1920,""naturalHeight"":1080}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:14:32.058Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Urban"",""Trees""]}]","{""69962330"":{""retired"":null,""Filename"":""GOLC_n13p78460_e100p53290_47PPR657244_0007m_20190619_00024425_5South_Land1_M94_IGBP13UrbanAndBuildUpLands_DryGroundLeavesOnTrees_automatic19m_1920x1080.jpg""}}",69962330,1,0,1,0,0,1,0,0,0,0,"M94","IGBP13","South","13.78460","100.53290","Urban, Other","Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
"48",373062069,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:16:54 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:16:43.239Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:16:54.132Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1247,""clientHeight"":701,""naturalWidth"":1920,""naturalHeight"":1080}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:14:32.058Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Herbaceous"",""Urban"",""Trees""]}]","{""69962120"":{""retired"":null,""Filename"":""GOLC_n10p52480_w061p41330_20PPS736638_0016m_20191012_00027901_5South_Land1_M82_IGBP13UrbanAndBuildUpLands_DryGroundLeavesOnTrees_automatic14m_1920x1080.jpg""}}",69962120,1,0,1,0,0,1,1,0,0,0,"M82","IGBP13","South","10.52480","-061.41330","Non-Agriculture","Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
"49",373062094,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:17:05 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:16:55.172Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:17:05.051Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1247,""clientHeight"":701,""naturalWidth"":1920,""naturalHeight"":1080}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:14:32.058Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Herbaceous"",""Urban""]}]","{""69962132"":{""retired"":null,""Filename"":""GOLC_n13p78470_e100p53420_47PPR658244_0008m_20190627_00024911_2Down0_Land1_xxx_IGBP13UrbanAndBuildUpLands_MuddyDryGroundLeavesOnTreesRainSnow_manual_m_1920x1080.jpg""}}",69962132,1,0,1,0,0,0,1,0,0,0,"xxx","IGBP13","Down","13.78470","100.53420",NA,"Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
"50",373062149,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:17:33 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:17:08.220Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:17:32.996Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1247,""clientHeight"":701,""naturalWidth"":1920,""naturalHeight"":1080}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:14:32.058Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Sky"",""Trees""]}]","{""69962347"":{""retired"":null,""Filename"":""GOLC_n13p78430_e100p53390_47PPR658244_0008m_20190610_00023986_1Up000_Land1_M43_IGBP13UrbanAndBuildUpLands_DryGroundLeavesOnTrees_automatic16m_1920x1080.jpg""}}",69962347,1,1,0,0,0,1,0,0,0,0,"M43","IGBP13","Up","13.78430","100.53390","Short Graminoid","Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
"51",373062185,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:17:52 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:17:34.468Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:17:51.958Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":615,""clientHeight"":820,""naturalWidth"":3024,""naturalHeight"":4032}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:14:32.058Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Urban"",""Trees"",""Shrubs"",""Herbaceous"",""Cultivated""]}]","{""69962065"":{""retired"":null,""Filename"":""GOLC_n13p71640_e100p48100_47PPR601168_0003m_20190612_00024069_4East0_Land1_M01_IGBP13UrbanAndBuildUpLands_DryGroundLeavesOnTrees_manual_m_3024x4032.jpg""}}",69962065,1,0,1,0,1,1,1,1,0,0,"M01","IGBP13","East","13.71640","100.48100","Mainly Evergreen","Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
"52",373062260,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:18:32 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:17:52.892Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:18:32.511Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1247,""clientHeight"":703,""naturalWidth"":3264,""naturalHeight"":1840}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:17:34.352Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Sky"",""Trees""]}]","{""69962154"":{""retired"":null,""Filename"":""GOLC_n06p76200_e080p01640_44NLN913475_0021m_20190704_00025231_1Up000_Land1_M11_IGBP14CroplandNaturalVegetationMosaics_DryGroundLeavesOnTrees_automatic4m_3264x1840.jpg""}}",69962154,1,1,0,0,0,1,0,0,0,0,"M11","IGBP14","Up","06.76200","080.01640","Woodland with Mainly Evergreen","Cropland/Natural Vegetation Mosaics","Mosaics of small-scale cultivation 40-60% with natural tree, shrub, or herbaceous vegetation."
"53",373062361,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:19:18 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:18:34.067Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:19:17.927Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1093,""clientHeight"":820,""naturalWidth"":1477,""naturalHeight"":1108}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:17:34.352Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Urban"",""Trees"",""Shrubs"",""Herbaceous"",""Cultivated"",""Sky""]}]","{""69962237"":{""retired"":null,""Filename"":""GOLC_n13p94900_e001p00370_31PBR843429_0238m_20190616_00024180_4East0_Land1_M43_IGBP10Grasslands_DryGroundLeavesOnTrees_manual_m_1477x1108.jpg""}}",69962237,1,1,1,0,1,1,1,1,0,0,"M43","IGBP10","East","13.94900","001.00370","Short Graminoid","Grasslands","Dominated by herbaceous annuals (<2m)."
"54",373062411,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:19:39 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:19:19.103Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:19:39.837Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1247,""clientHeight"":701,""naturalWidth"":1920,""naturalHeight"":1080}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:17:34.352Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Sky"",""Urban"",""Trees"",""Herbaceous"",""Cultivated""]}]","{""69962256"":{""retired"":null,""Filename"":""GOLC_n13p78420_e100p53390_47PPR658243_0013m_20190614_00024129_3North_Land1_M43_IGBP13UrbanAndBuildUpLands_DryGround_manual_m_1920x1080.jpg""}}",69962256,1,1,1,0,1,1,1,0,0,0,"M43","IGBP13","North","13.78420","100.53390","Short Graminoid","Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
"55",373062433,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:19:46 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:19:41.482Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:19:46.727Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1247,""clientHeight"":701,""naturalWidth"":1920,""naturalHeight"":1080}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:17:34.352Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Can't label""]}]","{""69962189"":{""retired"":null,""Filename"":""GOLC_n13p78430_e100p53440_47PPR658244_0008m_20190620_00024469_3North_Land1_xxx_IGBP13UrbanAndBuildUpLands_StandingWaterMuddyDryGroundLeavesOnTreesRainSnow_manual_m_1920x1080.jpg""}}",69962189,1,0,0,0,0,0,0,0,0,1,"xxx","IGBP13","North","13.78430","100.53440",NA,"Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
"56",373062482,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:20:00 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:19:47.933Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:20:00.705Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1247,""clientHeight"":701,""naturalWidth"":1920,""naturalHeight"":1080}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:17:34.352Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Sky"",""Trees"",""Urban"",""Herbaceous"",""Cultivated""]}]","{""69962206"":{""retired"":null,""Filename"":""GOLC_n02p88460_w074p19530_18NWJ894188_0392m_20190712_00025467_5South_Land1_xxx_IGBP09Savannas_Muddy_automatic10m_1920x1080.jpg""}}",69962206,1,1,1,0,1,1,1,0,0,0,"xxx","IGBP09","South","02.88460","-074.19530",NA,"Savannas","Tree cover 10-30% (canopy >2m)."
"57",373062512,"pedernelson",1805556,"4c0253a3589f4b5380a2",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-04 01:20:10 UTC",NA,NA,"{""source"":""api"",""session"":""6316977166ee35ad5028b5a6a8a44e8b445d81e6fbe05f7499dc84d07071fb6b"",""viewport"":{""width"":1797,""height"":911},""started_at"":""2021-11-04T01:20:02.713Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:93.0) Gecko/20100101 Firefox/93.0"",""utc_offset"":""25200"",""finished_at"":""2021-11-04T01:20:10.432Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":461,""clientHeight"":820,""naturalWidth"":810,""naturalHeight"":1440}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-04T01:17:34.352Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Sky"",""Urban"",""Trees""]}]","{""69962370"":{""retired"":null,""Filename"":""GOLC_n05p65370_w000p18740_30NZM115256_0102m_20190809_00031673_4East0_Land1_xxx_IGBP13UrbanAndBuildUpLands_LeavesOnTrees_automatic28m_810x1440.jpg""}}",69962370,1,1,1,0,0,1,0,0,0,0,"xxx","IGBP13","East","05.65370","-000.18740",NA,"Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
"58",373819737,"not-logged-in-49fce620662a4a4487b4",NA,"49fce620662a4a4487b4",20048,"Sort photos by Primary Land Cover",13.9,"2021-11-07 05:07:37 UTC",NA,NA,"{""source"":""api"",""session"":""c3ac8d2bee683636407034dc942a8070ec6c6885651e44d3dd5dabbdab3b7a20"",""viewport"":{""width"":375,""height"":628},""started_at"":""2021-11-07T05:07:25.068Z"",""user_agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"",""utc_offset"":""14400"",""finished_at"":""2021-11-07T05:07:37.211Z"",""live_project"":true,""interventions"":{""opt_in"":false,""messageShown"":false},""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":302,""clientHeight"":170,""naturalWidth"":1920,""naturalHeight"":1080}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-11-07T05:07:24.990Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50471""}","[{""task"":""T0"",""task_label"":""Select all photo elements using these labels."",""value"":[""Herbaceous""]}]","{""69962120"":{""retired"":null,""Filename"":""GOLC_n10p52480_w061p41330_20PPS736638_0016m_20191012_00027901_5South_Land1_M82_IGBP13UrbanAndBuildUpLands_DryGroundLeavesOnTrees_automatic14m_1920x1080.jpg""}}",69962120,1,0,0,0,0,0,1,0,0,0,"M82","IGBP13","South","10.52480","-061.41330","Non-Agriculture","Urban and Built-up Lands","At least 30% impervious surface area including building materials, asphalt, and vehicles."
